製程代碼,製程名稱,機台群組代碼,機台群組名稱,機台代碼,機台名稱
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C27,SBS LPSM 平行露光機-17-B
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C28,SBS LPSM 平行露光機-18-B
L260-33,PIC 露光,M-L26D,LPSM 曝光,L26C29,SBS LPSM 平行露光機-19-B
L260-33,PIC 露光,M-L26G,LPSM DI  曝光,L26G01,SBS LPSM DI 露光機-01
L260-33,PIC 露光,M-L26G,LPSM DI  曝光,L26G02,SBS LPSM DI 露光機-02
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A03,SBS LPSM 平行露光機-03-A
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A04,SBS LPSM 平行露光機-04-A
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A05,SBS LPSM 平行露光機-05-A
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A06,SBS LPSM 平行露光機-06-A
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A07,SBS LPSM 平行露光機-07-A
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A13,SBS LPSM 平行露光機-03-B
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A14,SBS LPSM 平行露光機-04-B
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A15,SBS LPSM 平行露光機-05-B
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A16,SBS LPSM 平行露光機-06-B
L260-33,PIC 露光,M-R26A,SBS LPSM 露光機,R26A17,SBS LPSM 平行露光機-07-B
L260-34,PIC DI 露光,M-L26G,LPSM DI  曝光,L26G01,SBS LPSM DI 露光機-01
L260-34,PIC DI 露光,M-L26G,LPSM DI  曝光,L26G02,SBS LPSM DI 露光機-02
L260-34,PIC DI 露光,M-R26B,SBS LPSM DI 露光機,R26B01,SBS LPSM DI 露光機-06
L260-34,PIC DI 露光,M-R26B,SBS LPSM DI 露光機,R26B02,SBS LPSM DI 露光機-07
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E01,SBS LPSM 烤箱機-01-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E02,SBS LPSM 烤箱機-01-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E03,SBS LPSM 烤箱機-02-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E04,SBS LPSM 烤箱機-02-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E05,SBS LPSM 烤箱機-03-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E06,SBS LPSM 烤箱機-03-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E07,SBS LPSM 烤箱機-04-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E08,SBS LPSM 烤箱機-04-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E09,SBS LPSM 烤箱機-05-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E10,SBS LPSM 烤箱機-05-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E11,SBS LPSM 烤箱機-06-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E12,SBS LPSM 烤箱機-06-Ｂ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E13,SBS LPSM 烤箱機-07-Ａ
L260-35,PIC 熟化,M-L26C,LPSM 烘烤,L26E14,SBS LPSM 烤箱機-07-Ｂ
L260-35,PIC 熟化,M-L26F,LPSM 氮氣烘箱,L26F13,SBS LPSM 氮氣烤箱機-07-Ａ
L260-35,PIC 熟化,M-L26F,LPSM 氮氣烘箱,L26F14,SBS LPSM 氮氣烤箱機-07-Ｂ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E07,SBS LPSM 氮氣烤箱機-04-Ａ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E08,SBS LPSM 氮氣烤箱機-04-Ｂ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E01,SBS LPSM 氮氣烤箱機-05-Ａ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E02,SBS LPSM 氮氣烤箱機-05-Ｂ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E03,SBS LPSM 氮氣烤箱機-06-Ａ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E04,SBS LPSM 氮氣烤箱機-06-Ｂ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E05,SBS LPSM 氮氣烤箱機-08-Ａ
L260-35,PIC 熟化,M-R26E,SBS LPSM 氮氣烤箱,R26E06,SBS LPSM 氮氣烤箱機-08-Ｂ
L260-38,LPSM 印刷(雙檯面),M-L26L,SBS LPSM 印刷機(雙檯面),L26L01,SBS LPSM雙檯面印刷機-01
L260-38,LPSM 印刷(雙檯面),M-L26L,SBS LPSM 印刷機(雙檯面),L26L02,SBS LPSM雙檯面印刷機-02
L260-38,LPSM 印刷(雙檯面),M-L26L,SBS LPSM 印刷機(雙檯面),L26L03,SBS LPSM雙檯面印刷機-03
L260-38,LPSM 印刷(雙檯面),M-L26L,SBS LPSM 印刷機(雙檯面),L26L04,SBS LPSM雙檯面印刷機-04
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C16,SBS LPSM 平行露光機-16-A
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C17,SBS LPSM 平行露光機-17-A
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C18,SBS LPSM 平行露光機-18-A
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C19,SBS LPSM 平行露光機-19-A
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C26,SBS LPSM 平行露光機-16-B
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C27,SBS LPSM 平行露光機-17-B
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C28,SBS LPSM 平行露光機-18-B
L260-43,LPSM 漲縮值量測,M-L26D,LPSM 曝光,L26C29,SBS LPSM 平行露光機-19-B
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A03,SBS LPSM 平行露光機-03-A
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A04,SBS LPSM 平行露光機-04-A
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A05,SBS LPSM 平行露光機-05-A
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A06,SBS LPSM 平行露光機-06-A
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A07,SBS LPSM 平行露光機-07-A
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A13,SBS LPSM 平行露光機-03-B
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A14,SBS LPSM 平行露光機-04-B
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A15,SBS LPSM 平行露光機-05-B
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A16,SBS LPSM 平行露光機-06-B
L260-43,LPSM 漲縮值量測,M-R26A,SBS LPSM 露光機,R26A17,SBS LPSM 平行露光機-07-B
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C01,SBS LPSM 自動印刷機-01
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C02,SBS LPSM 自動印刷機-02
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C03,SBS LPSM 自動印刷線-03
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C04,SBS LPSM 自動印刷線-04
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C05,SBS LPSM 自動印刷機-05
L260-44,LPSM 印刷+預烤,M-R26C,SBS LPSM 自動印刷機,R26C06,SBS LPSM 自動印刷機-06
L261-01,LPSM 顯像,M-R26G,SBS LPSM 顯影線,R26G01,SBS LPSM 顯影線-01
L261-03,PIC 顯像,M-R26G,SBS LPSM 顯影線,R26G01,SBS LPSM 顯影線-01
L262-01,TCSM印刷,M-L26B,TCSM 連續印刷,L26R02,RTR TCSM 印刷線-01
L262-01,TCSM印刷,M-L26B,TCSM 連續印刷,L26R03,RTR TCSM 印刷線-02
L262-02,抗蝕刻油墨印刷(連續),M-L26B,TCSM 連續印刷,L26R02,RTR TCSM 印刷線-01
L262-02,抗蝕刻油墨印刷(連續),M-L26B,TCSM 連續印刷,L26R03,RTR TCSM 印刷線-02
L262-03,連續文字油墨印刷,M-L26B,TCSM 連續印刷,L26R02,RTR TCSM 印刷線-01
L262-03,連續文字油墨印刷,M-L26B,TCSM 連續印刷,L26R03,RTR TCSM 印刷線-02
L410-21,材料準備-組立+裁斷,M-R31E,RTS 裁切機,R31E01,RTS 裁切機-01
L410-21,材料準備-組立+裁斷,M-R31E,RTS 裁切機,R31E04,RTS 裁切機-04
L410-21,材料準備-組立+裁斷,M-R31E,RTS 裁切機,R31E05,RTS 裁切機-05
L411-03,材料準備-RTS裁切,M-R31E,RTS 裁切機,R31E01,RTS 裁切機-01
L411-03,材料準備-RTS裁切,M-R31E,RTS 裁切機,R31E04,RTS 裁切機-04
L411-03,材料準備-RTS裁切,M-R31E,RTS 裁切機,R31E05,RTS 裁切機-05
R260-02,LPSM DI 露光,M-L26D,LPSM 曝光,L26C18,SBS LPSM 平行露光機-18-A
R260-02,LPSM DI 露光,M-L26D,LPSM 曝光,L26C19,SBS LPSM 平行露光機-19-A
R260-02,LPSM DI 露光,M-L26D,LPSM 曝光,L26C28,SBS LPSM 平行露光機-18-B
R260-02,LPSM DI 露光,M-L26D,LPSM 曝光,L26C29,SBS LPSM 平行露光機-19-B
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A03,SBS LPSM 平行露光機-03-A
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A04,SBS LPSM 平行露光機-04-A
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A05,SBS LPSM 平行露光機-05-A
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A06,SBS LPSM 平行露光機-06-A
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A07,SBS LPSM 平行露光機-07-A
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A13,SBS LPSM 平行露光機-03-B
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A14,SBS LPSM 平行露光機-04-B
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A15,SBS LPSM 平行露光機-05-B
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A16,SBS LPSM 平行露光機-06-B
R260-02,LPSM DI 露光,M-R26A,SBS LPSM 露光機,R26A17,SBS LPSM 平行露光機-07-B
R260-11,LPSM Post-UV 固化,M-R26H,UV Bump,R26H01,SBS UV Bump 機-01-Ａ
R260-11,LPSM Post-UV 固化,M-R26H,UV Bump,R26H04,SBS UV Bump 機-01-Ｂ
R262-01,LPSM 顯影,M-R26G,SBS LPSM 顯影線,R26G01,SBS LPSM 顯影線-01
R313-01,RTS 裁切,M-R31E,RTS 裁切機,R31E01,RTS 裁切機-01
R313-01,RTS 裁切,M-R31E,RTS 裁切機,R31E04,RTS 裁切機-04
R313-01,RTS 裁切,M-R31E,RTS 裁切機,R31E05,RTS 裁切機-05
L200-04,NC 裁斷組立,M-L20B,NC 裁斷,L20B01,RTS 銅材裁斷機-01
L200-04,NC 裁斷組立,M-L20B,NC 裁斷,L20B03,RTS 銅材裁斷機-03
L200-04,NC 裁斷組立,M-L20B,NC 裁斷,L20B04,RTS 銅材裁斷機-02
L200-05,NC 沖孔-銅材,M-L20,NC,L20A10,SBS NC 沖孔機-01
L200-05,NC 沖孔-銅材,M-L20,NC,L20A50,SBS NC 沖孔機-05
L200-05,NC 沖孔-銅材,M-L20,NC,L20A60,SBS NC 沖孔機-06
L200-05,NC 沖孔-銅材,M-L20,NC,L20A70,SBS NC 沖孔機-07
L200-05,NC 沖孔-銅材,M-L20,NC,L20A80,SBS NC 沖孔機-08
L200-05,NC 沖孔-銅材,M-L20,NC,L20A90,SBS NC 沖孔機-09
L200-05,NC 沖孔-銅材,M-L20,NC,L20AA0,SBS NC 沖孔機-10
L200-05,NC 沖孔-銅材,M-L20,NC,L20AA1,SBS NC 沖孔機-11
L200-05,NC 沖孔-銅材,M-L20,NC,L20AA2,SBS NC 沖孔機-12
L206-01,SBS PID打碼,M-L20C,SBS PID 雷射雕刻機,L20C01,SBS 雷射雕刻機-01
L206-01,SBS PID打碼,M-L20C,SBS PID 雷射雕刻機,L20C02,SBS 雷射雕刻機-02
L270-01,PLASMA,M-L27A,PLASMA,L27A01,SBS PLASMA 機-01
L270-01,PLASMA,M-L27A,PLASMA,L27A02,SBS PLASMA 機-02
L270-01,PLASMA,M-L27A,PLASMA,L27A03,SBS PLASMA 機-03
L270-01,PLASMA,M-L27A,PLASMA,L27A04,SBS PLASMA 機-04
L270-01,PLASMA,M-L27A,PLASMA,L27A05,SBS PLASMA 機-05
L270-01,PLASMA,M-L27A,PLASMA,L27A06,SBS PLASMA 機-06
L270-03,LVI 前處理,M-L27B,SBS LVI 前處理,L27B01,SBS LVI 前處理線-01-Ａ
L270-03,LVI 前處理,M-L27B,SBS LVI 前處理,L27B02,SBS LVI 前處理線-01-Ｂ
L270-03,LVI 前處理,M-L27B,SBS LVI 前處理,L27B03,SBS LVI 前處理線-02-Ａ
L270-03,LVI 前處理,M-L27B,SBS LVI 前處理,L27B04,SBS LVI 前處理線-02-B
L270-04,微蝕,M-L27B,SBS LVI 前處理,L27B01,SBS LVI 前處理線-01-Ａ
L270-04,微蝕,M-L27B,SBS LVI 前處理,L27B02,SBS LVI 前處理線-01-Ｂ
L270-04,微蝕,M-L27B,SBS LVI 前處理,L27B03,SBS LVI 前處理線-02-Ａ
L270-04,微蝕,M-L27B,SBS LVI 前處理,L27B04,SBS LVI 前處理線-02-B
L270-06,壓膜前處理(粗化),M-L27B,SBS LVI 前處理,L27B03,SBS LVI 前處理線-02-Ａ
L270-06,壓膜前處理(粗化),M-L27B,SBS LVI 前處理,L27B04,SBS LVI 前處理線-02-B
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A01,SBS PLASMA 機-01
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A02,SBS PLASMA 機-02
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A03,SBS PLASMA 機-03
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A04,SBS PLASMA 機-04
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A05,SBS PLASMA 機-05
L270-11,LPSM-PLASMA,M-L27A,PLASMA,L27A06,SBS PLASMA 機-06
L320-02,(手動)錫銅電鍍,M-L32,錫銅電鍍,L32B01,SBS 錫銅線-01
L320-03,水洗整面(錫銅),M-L32,錫銅電鍍,L32B01,SBS 錫銅線-01
L331-01,一般金前處理,M-L33B,鍍金酸洗,L33A05,SBS 金前處理線-03-Ａ
L331-01,一般金前處理,M-L33B,鍍金酸洗,L33A06,SBS 金前處理線-03-Ｂ
L331-01,一般金前處理,M-L33B,鍍金酸洗,L33A07,SBS 金前處理線-04-Ａ
L331-01,一般金前處理,M-L33B,鍍金酸洗,L33A08,SBS 金前處理線-04-Ｂ
L331-01,一般金前處理,M-R33A,SBS 化金前整面磨刷線,R33A01,SBS 金前處理線-01-Ａ
L331-01,一般金前處理,M-R33A,SBS 化金前整面磨刷線,R33A02,SBS 金前處理線-01-Ｂ
L331-02,一般金電鍍(單張),M-L331A,金電鍍(單張),L33B04,SBS 金電鍍線-04
L331-03,一般金電鍍(連續),M-L332,金電鍍(連續),L33C02,RTR 水平鍍金線-01-Ａ
L331-03,一般金電鍍(連續),M-L332,金電鍍(連續),L33C03,RTR 水平鍍金線-01-Ｂ
L335-01,化金前處理,M-L33B,鍍金酸洗,L33A05,SBS 金前處理線-03-Ａ
L335-01,化金前處理,M-L33B,鍍金酸洗,L33A06,SBS 金前處理線-03-Ｂ
L335-01,化金前處理,M-L33B,鍍金酸洗,L33A07,SBS 金前處理線-04-Ａ
L335-01,化金前處理,M-L33B,鍍金酸洗,L33A08,SBS 金前處理線-04-Ｂ
L335-01,化金前處理,M-R33A,SBS 化金前整面磨刷線,R33A01,SBS 金前處理線-01-Ａ
L335-01,化金前處理,M-R33A,SBS 化金前整面磨刷線,R33A02,SBS 金前處理線-01-Ｂ
L335-02,一般化金,M-L335A,化鎳鈀 (IG),L335A1,SBS 化金線-01
L335-02,一般化金,M-R33B,SBS ENIG 線/ENEPIG 線,R33B01,SBS 化金線-02
L335-05,高延展化金,M-L335A,化鎳鈀 (IG),L335A1,SBS 化金線-01
L335-05,高延展化金,M-R33B,SBS ENIG 線/ENEPIG 線,R33B01,SBS 化金線-02
L335-06,化鎳鈀金,M-L335A,化鎳鈀 (IG),L335A1,SBS 化金線-01
L335-06,化鎳鈀金,M-R33B,SBS ENIG 線/ENEPIG 線,R33B01,SBS 化金線-02
L335-15,化金貼導框,M-L33J,SBS 化金自動貼框,L33J01,SBS 化金自動貼框機-01
L335-15,化金貼導框,M-L33J,SBS 化金自動貼框,L33J02,SBS 化金自動貼框機-02
L335-16,化金撕導框,M-L33L,SBS 化金自動撕框,L33L01,SBS 化金自動撕框機-01
L335-17,化金後水洗,M-L335B,化金後水洗,L335B1,化金後水洗-01
L335-17,化金後水洗,M-R33D,化金後水洗,R33D01,SBS 化金後水洗線-01
L336-01,噴砂處理,M-R33C,SBS 化金前噴砂線,R33C01,SBS 噴砂表面處理線-01
R270-01,RTR PLASMA,M-R27A,RTR PLASMA,R27A01,RTR PLASMA 機-01
R270-01,RTR PLASMA,M-R27A,RTR PLASMA,R27A02,RTR PLASMA 機-02
R270-01,RTR PLASMA,M-R27A,RTR PLASMA,R27A03,RTR PLASMA 機-03
R270-01,RTR PLASMA,M-R27A,RTR PLASMA,R27A04,RTR PLASMA 機-04
R336-01,噴砂表面處理,M-R33C,SBS 化金前噴砂線,R33C01,SBS 噴砂表面處理線-01
L210-17,全距量測(銅電),M-L36A,分板機,L36A04,SBS 分板機-04
L230-07,全距量測(蝕刻工程),M-L36A,分板機,L36A04,SBS 分板機-04
L251-03,全距量測(連續CCD),M-L36A,分板機,L36A04,SBS 分板機-04
L260-17,全距量測(LPSM),M-L36A,分板機,L36A04,SBS 分板機-04
L262-06,全距量測(TCSM),M-L36A,分板機,L36A04,SBS 分板機-04
L311-20,全距量測(RTR壓著),M-L36A,分板機,L36A04,SBS 分板機-04
L312-39,全距量測(單張壓著),M-L36A,分板機,L36A04,SBS 分板機-04
L331-10,全距量測(金電鍍),M-L36A,分板機,L36A04,SBS 分板機-04
L335-12,全距量測(化金),M-L36A,分板機,L36A04,SBS 分板機-04
L340-02,文字印刷,M-L34,印刷,L34B03,SBS 文字印刷線-01
L340-02,文字印刷,M-L34,印刷,L34B02,SBS 文字印刷線-02
L340-03,銀膏印刷,M-L34,印刷,L34B03,SBS 文字印刷線-01
L340-03,銀膏印刷,M-L34,印刷,L34B02,SBS 文字印刷線-02
L340-04,黃漆印刷,M-L34,印刷,L34B03,SBS 文字印刷線-01
L340-04,黃漆印刷,M-L34,印刷,L34B02,SBS 文字印刷線-02
L340-07,印刷熟化,M-L34C,印刷熟化,L34C01,SBS 印刷熟化機-01
L340-08,可剝膠印刷,M-L34,印刷,L34B03,SBS 文字印刷線-01
L340-08,可剝膠印刷,M-L34,印刷,L34B02,SBS 文字印刷線-02
L340-09,可剝膠烘烤,M-L34C,印刷熟化,L34C01,SBS 印刷熟化機-01
L340-15,抗蝕刻油墨印刷(單張),M-L34,印刷,L34B03,SBS 文字印刷線-01
L340-15,抗蝕刻油墨印刷(單張),M-L34,印刷,L34B02,SBS 文字印刷線-02
L360-06,分板檢查,M-L36A,分板機,L36A04,SBS 分板機-04
L360-07,全距量測(顯檢),M-L36A,分板機,L36A04,SBS 分板機-04
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C08,SBS 15噸 打拔機-08
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C10,SBS 15噸 打拔機-10
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C23,SBS 15噸 打拔機-23
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C06,SBS 25噸 打拔機-06
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C03,SBS 25噸 打拔機-07
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C04,SBS 25噸 打拔機-08
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C05,SBS 25噸 打拔機-09
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C21,SBS 25噸 打拔機-21
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C22,SBS 25噸 打拔機-22
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C24,SBS 25噸 打拔機-24
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C09,SBS 35噸 打拔機-09
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C11,SBS 35噸 打拔機-11
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C13,SBS 35噸 打拔機-13
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C14,SBS 35噸 打拔機-14
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C15,SBS 35噸 打拔機-15
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C16,SBS 35噸 打拔機-16
L370-01,裁斷拔(形狀),M-L37C,打拔機,L37C17,SBS 35噸 打拔機-17
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N01,SBS 15噸打拔機-01
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N02,SBS 25噸打拔機-01
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N03,SBS 25噸打拔機-02
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N04,SBS 25噸打拔機-03
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N05,SBS 25噸打拔機-04
L370-01,裁斷拔(形狀),M-L41N,打拔機,L41N06,SBS 25噸打拔機-05
L370-02,穴拔(形狀),M-L37C,打拔機,L37C08,SBS 15噸 打拔機-08
L370-02,穴拔(形狀),M-L37C,打拔機,L37C10,SBS 15噸 打拔機-10
L370-02,穴拔(形狀),M-L37C,打拔機,L37C23,SBS 15噸 打拔機-23
L370-02,穴拔(形狀),M-L37C,打拔機,L37C06,SBS 25噸 打拔機-06
L370-02,穴拔(形狀),M-L37C,打拔機,L37C03,SBS 25噸 打拔機-07
L370-02,穴拔(形狀),M-L37C,打拔機,L37C04,SBS 25噸 打拔機-08
L370-02,穴拔(形狀),M-L37C,打拔機,L37C05,SBS 25噸 打拔機-09
L370-02,穴拔(形狀),M-L37C,打拔機,L37C21,SBS 25噸 打拔機-21
L370-02,穴拔(形狀),M-L37C,打拔機,L37C22,SBS 25噸 打拔機-22
L370-02,穴拔(形狀),M-L37C,打拔機,L37C24,SBS 25噸 打拔機-24
L370-02,穴拔(形狀),M-L37C,打拔機,L37C09,SBS 35噸 打拔機-09
L370-02,穴拔(形狀),M-L37C,打拔機,L37C11,SBS 35噸 打拔機-11
L370-02,穴拔(形狀),M-L37C,打拔機,L37C13,SBS 35噸 打拔機-13
L370-02,穴拔(形狀),M-L37C,打拔機,L37C14,SBS 35噸 打拔機-14
L370-02,穴拔(形狀),M-L37C,打拔機,L37C15,SBS 35噸 打拔機-15
L370-02,穴拔(形狀),M-L37C,打拔機,L37C16,SBS 35噸 打拔機-16
L370-02,穴拔(形狀),M-L37C,打拔機,L37C17,SBS 35噸 打拔機-17
L370-02,穴拔(形狀),M-L41N,打拔機,L41N01,SBS 15噸打拔機-01
L370-02,穴拔(形狀),M-L41N,打拔機,L41N02,SBS 25噸打拔機-01
L370-02,穴拔(形狀),M-L41N,打拔機,L41N03,SBS 25噸打拔機-02
L370-02,穴拔(形狀),M-L41N,打拔機,L41N04,SBS 25噸打拔機-03
L370-02,穴拔(形狀),M-L41N,打拔機,L41N05,SBS 25噸打拔機-04
L370-02,穴拔(形狀),M-L41N,打拔機,L41N06,SBS 25噸打拔機-05
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C08,SBS 15噸 打拔機-08
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C10,SBS 15噸 打拔機-10
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C23,SBS 15噸 打拔機-23
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C06,SBS 25噸 打拔機-06
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C03,SBS 25噸 打拔機-07
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C04,SBS 25噸 打拔機-08
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C05,SBS 25噸 打拔機-09
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C21,SBS 25噸 打拔機-21
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C22,SBS 25噸 打拔機-22
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C24,SBS 25噸 打拔機-24
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C09,SBS 35噸 打拔機-09
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C11,SBS 35噸 打拔機-11
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C13,SBS 35噸 打拔機-13
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C14,SBS 35噸 打拔機-14
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C15,SBS 35噸 打拔機-15
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C16,SBS 35噸 打拔機-16
L370-03,斷線拔(形狀),M-L37C,打拔機,L37C17,SBS 35噸 打拔機-17
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N01,SBS 15噸打拔機-01
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N02,SBS 25噸打拔機-01
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N03,SBS 25噸打拔機-02
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N04,SBS 25噸打拔機-03
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N05,SBS 25噸打拔機-04
L370-03,斷線拔(形狀),M-L41N,打拔機,L41N06,SBS 25噸打拔機-05
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C08,SBS 15噸 打拔機-08
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C10,SBS 15噸 打拔機-10
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C23,SBS 15噸 打拔機-23
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C06,SBS 25噸 打拔機-06
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C03,SBS 25噸 打拔機-07
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C04,SBS 25噸 打拔機-08
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C05,SBS 25噸 打拔機-09
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C21,SBS 25噸 打拔機-21
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C22,SBS 25噸 打拔機-22
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C24,SBS 25噸 打拔機-24
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C09,SBS 35噸 打拔機-09
L370-04,龜裂拔(形狀),M-L37C,打拔機,L37C11,SBS 35噸 打拔機-11
